"","SRR26436341","SRR26436342","SRR26436343","SRR26436344","SRR26436345","SRR26436346","SRR26436347","SRR26436348"
"ABCA3",81.9596963976036,36.2155288649825,51.6628406309105,160.856724576675,112.60230929203,56.06356547599,105.246885291198,127.353950884235
"ABCA4",0,0,0,0,0,0,0,0
"ABCA5",225.775767434908,178.218523625045,80.364418759194,132.91127666293,256.02209270609,117.416146562922,181.743401917484,116.056422983214
"ABCA6",0,0,0,0,0,0,0,0
"ABCA7",6179.45182650611,6980.06666860873,5229.42753497327,6643.51904427479,7045.34869928241,5071.10816777163,8690.82572785077,7076.36065800304
"ABCA8",0,0,0,0,0,0,0,0
"ABCA9",26.2889592218728,51.4641725976067,43.0523671924254,31.35342936664,7.11172479739139,28.5606842990893,8.21439104711793,32.8655357120606
"ABCB1",0,0,0,0,0,0,0,0
"ABCB10",767.01904553229,972.101037954793,862.482422754922,873.806444522445,1022.90308335813,1105.40426268697,1008.31650103373,921.262047928698
"ABCB11",0,0,0,0,0,0,3.08039664266922,0
"ABCB4",0,0,0,0,0,0,0,0
"ABCB5",0,0,0,0,0,0,0,0
"ABCB6",126.805568011387,86.7266612293002,33.0068148475261,62.70685873328,123.269896488117,65.5837935756864,90.8717009587421,16.4327678560303
"ABCB7",405.15925389004,632.818714903905,548.200142250216,372.151574656205,414.850613181165,619.872629602456,446.657513187038,378.980708679699
"ABCB8",429.901803745921,567.058938806963,536.719510998903,632.521357657433,449.22394970189,668.531573223126,666.392473697442,668.608242142232
"ABCB9",4.63922809797756,11.4364827994682,7.1753945320709,4.08957774347478,10.6675871960871,14.8092437106389,11.2947876897872,12.3245758920227
"ABCC1",3023.23031051538,2505.54277331682,3030.88665034675,2746.15145474332,2331.46044607815,2791.54243945543,3495.73678998912,2244.09986033914
"ABCC10",879.906929249744,551.810295074339,908.404947760175,618.207835555271,935.191810856968,729.884154310059,746.482786406842,762.069609323405
"ABCC11",1.54640936599252,0,0,0.681596290579131,2.3705749324638,2.11560624437698,2.56699720222435,1.02704799100189
"ABCC12",0,0,0,0,0,0,0,0
"ABCC3",1155.16779639641,465.083633845038,729.020084458403,295.812790111343,606.867182710732,412.543217653511,534.44881750311,1831.22656795638
"ABCC4",0,0,0,10.9055406492661,0,0,0,41.0819196400757
"ABCC5",1155.16779639641,1551.54949979451,1066.26362746574,643.426898306699,586.71729578479,913.941897570856,676.66046250634,854.503928513575
"ABCC6",282.992913976631,391.699535881784,271.22991331228,200.389309430264,318.842328416381,349.075030322202,259.780116865105,423.14377229278
"ABCC8",0,0,0,0,0,0,0,0
"ABCC9",9.27845619595512,3.81216093315605,4.30523671924254,4.77117403405391,9.48229972985519,4.23121248875396,1.54019832133461,5.13523995500947
