"","GSM3747758","GSM3747759","GSM3747760","GSM3747761","GSM3747762","GSM3747763","GSM3747764","GSM3747765","GSM3747766","GSM3747767","GSM3747768","GSM3747769","GSM3747770","GSM3747771","GSM3747772","GSM3747773","GSM3747774","GSM3747775","GSM3747776","GSM3747777","GSM3747778","GSM3747779","GSM3747780","GSM3747781","GSM3747782","GSM3747783","GSM3747784","GSM3747785","GSM4490231","GSM4490232"
"PLEKHN1",2.00723582990491,18.9945123855614,1.86731358743505,10.2860281655655,4.92555381836092,40.4468164544883,0,11.0294005281652,7.05844036970467,32.4996638922306,4.99630371993678,3.3571910763022,6.07966659248477,20.4565375016299,1.58780899023801,2.00102273069269,3.34537662045108,10.2654780743124,1.20797292387094,6.60810126416698,0,4.40620635069926,0,33.6359405312807,2.72989960359786,29.6825906400748,0,4.03718215214926,15.440622615887,3.90234153232741
"PERM1",0,5.30079415411017,0,2.16547961380326,3.94044305468874,7.93074832440948,0,0.760648312287256,3.52922018485233,2.54899324644946,2.49815185996839,0,0.868523798926396,1.63652300013039,0,0,0,1.1406086749236,0,0,0,2.20310317534963,0,6.37923010076013,7.27973227626095,15.6224161263551,0,0.807436430429851,1.1029016154205,0.585351229849112
"HES4",10.0361791495245,8.83465692351695,61.6213483853565,43.850962179516,26.597990619149,45.998340281575,5.56410690871579,11.0294005281652,72.3490137894728,27.4016773993317,74.9445557990518,33.571910763022,20.8445711742335,56.4600435044986,6.35123596095203,6.00306819207806,6.69075324090216,0,8.45581046709662,14.3175527390285,4.81332961046483,1.65232738151222,6.34161619459192,13.3383902106803,44.5883601920983,13.2790537074019,6.63357985547873,4.84461858257911,39.704458155138,7.41444891142209
"ISG15",18.0651224691441,97.6229590048622,11.2038815246103,279.888240084071,28.5682121464934,52.3429389411026,2.22564276348632,42.2159813319427,12.3522706469832,49.0681199941521,27.4796704596523,124.216069823181,16.5019521796015,436.13337953475,12.7024719219041,13.0066477495025,6.69075324090216,12.5466954241596,20.5355397058061,45.1553586384744,7.21999441569724,14.3201706397726,31.7080809729596,252.849483993765,30.0288956395764,24.9958658021682,8.29197481934841,191.362434011875,87.8644953618331,84.2905770982722
"AGRN",316.139643210023,183.760864009152,547.122881118468,636.651006458158,395.029416232546,1073.0302482926,218.112990821659,335.44590571868,707.608647062893,579.895963567252,664.508394751592,210.383974114938,267.50533006933,562.963912044855,330.264269969505,210.107386722732,234.176363431576,114.06086749236,222.267017992254,159.695780550702,158.839877145339,109.604382973644,266.347880172861,757.388591962976,105.556118005784,102.326825627626,232.175294941755,284.217623511308,373.883647627549,147.31339284536
"LOC100288175",2.00723582990491,2.65039707705508,1.86731358743505,2.70684951725407,0.985110763672185,3.96537416220474,2.22564276348632,3.04259324914903,7.05844036970467,1.91174493483709,2.49815185996839,1.11906369210073,4.34261899463198,3.27304600026079,3.17561798047601,2.00102273069269,6.69075324090216,0,0,2.20270042138899,0,2.75387896918704,6.34161619459192,9.2788801465602,0.909966534532619,21.0902617705794,1.65839496386968,16.9561650390269,1.47053548722733,0.390234153232741
"LOC105378948",2.00723582990491,3.09212992323093,5.60194076230514,3.7895893241557,9.85110763672185,6.34459865952758,3.33846414522947,4.18356571757991,14.1168807394093,9.55872467418547,4.99630371993678,2.23812738420147,6.07966659248477,6.54609200052158,9.52685394142804,3.00153409603903,6.69075324090216,1.1406086749236,0,2.20270042138899,2.40666480523241,4.95698214453667,0,9.2788801465602,1.81993306906524,50.7728524106542,8.29197481934841,13.7264193173075,1.83816935903417,2.92675614924556
"RNF223",2.00723582990491,0.441732846175847,0,2.70684951725407,0,1.5861496648819,0,2.6622690930054,0,3.82348986967419,2.49815185996839,2.23812738420147,0,2.45478450019559,0,1.00051136534634,0,1.1406086749236,0,0,0,3.30465476302445,0,8.11902012824017,0.909966534532619,100.764584014991,0,1.6148728608597,3.3087048462615,0
"C1orf159",10.0361791495245,11.485054000572,31.7443309863958,28.6926048828932,25.6128798554768,65.8252110925987,7.78974967220211,15.9736145580324,29.9983715712448,31.8624155806182,32.4759741795891,4.47625476840293,10.4222855871168,27.0026295021515,26.9927528340461,21.0107386722732,6.69075324090216,14.8279127740068,8.45581046709662,22.0270042138899,4.81332961046483,13.2186190520978,19.0248485837758,29.5764304671606,15.4694310870545,21.0902617705794,13.2671597109575,10.4966735955881,20.9551306929895,27.901741956141
"LINC01342",8.02894331961962,0,0,0.541369903450814,2.95533229101655,2.37922449732284,0,0,7.05844036970467,6.37248311612364,9.99260743987357,0,1.73704759785279,1.63652300013039,6.35123596095203,2.00102273069269,0,0,3.62391877161283,0,0,3.30465476302445,0,0.579930009160012,0,6.24896645054206,3.31678992773936,0,0.367633871806833,4.48769276217653
