"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MT1DP",1.69112084328589,0.169547459745306,0.640290703439348,0.743098530764489,0.844192863809772
"MT1F",101.268543195397,-1.59835501579236,0.772767551219092,0.000165494364293159,0.00134215062979112
"LOC101927536",7.22644621647788,-0.323770403463302,0.739540407262724,0.011658228639519,0.0425709480495403
"MT1G",513.497186819114,-3.68673990847864,1.21308129428206,2.30637778044164e-08,7.13564417157943e-07
"MT1H",85.4012302901433,-3.00790515746416,1.41157387838185,2.19105193909888e-06,3.56756074316485e-05
"MT1X",615.612014674896,-0.639666109118618,0.570658652047533,0.0348172959056672,0.0984759428324013
"NUP93",105.462821218744,0.264671150338739,0.212483844414594,0.174855658866865,0.322501595154668
"HERPUD1",1162.51962843301,-0.812697410520607,0.363045453839761,0.00430209784905945,0.0192007767043596
"CETP",6.20811258389929,1.14929867297903,0.703756491403567,0.00869930885736443,0.0338573603519033
"NLRC5",176.436603880274,1.56233310707111,0.378169827476734,6.5700819465088e-07,1.26685356039114e-05
"CPNE2",34.8424017660719,0.365856922956978,0.313084560402441,0.154724609789406,0.29531848881678
"PSME3IP1",227.521777631112,0.188530205875084,0.132706271636967,0.13829908925473,0.272852113342417
"RSPRY1",322.572879756099,-0.106023227594652,0.118731298075663,0.358346765461813,0.532262807358258
"ARL2BP",156.197892734212,0.165008598653781,0.2120210899624,0.394211602589953,0.566275523102167
"PLLP",75.5454475436821,0.157436969685279,0.321566928876269,0.544218770182343,0.696958778878175
"TRL-CAG2-1",14.7772477712831,0.465709721822013,0.646728099374801,0.466767829950234,0.632713991534548
"CCL22",6.67237471924956,2.82196463087787,1.05413987467119,7.5908069700916e-05,0.00070267888426326
"CX3CL1",63.168487448705,-0.117061090310382,0.289375218570626,0.629711134228122,0.764997291843063
"CCL17",4.00740570148776,2.67192748798154,1.70392638054654,0.00424315050775614,0.0189960697587117
"CIAPIN1",92.453929323692,0.436443262671842,0.173494899523963,0.00772763979488415,0.0307767759057479
"COQ9",90.5059421304946,0.000325340299763149,0.208878066656098,0.999945823575257,0.99999607936797
"POLR2C",161.625730415821,-0.0604389958755951,0.172574474410146,0.703761378361938,0.818492668126619
"DOK4",115.709370903449,0.682755685254835,0.238792720124362,0.00149845221209584,0.0082825933413038
"CCDC102A",12.0082465680756,-0.318786330055538,0.286102029912712,0.201290696591056,0.356885870682426
"ADGRG5",14.4825242405682,0.630272136596605,0.471745711914597,0.0519197967733943,0.133171718634756
"LOC105371291",4.23145759356377,-0.362256502537493,0.508277012525118,0.249891246018598,0.415382966178433
"LOC107984889",9.30297162805251,-0.948871343721398,0.634481895203532,0.00969688675884217,0.036893264097216
"ADGRG1",240.868940294472,0.107700992700411,0.275993176902822,0.656812009948517,0.785759811098434
"ADGRG3",65.8756835663759,0.350617654467113,0.28827417167572,0.151071028784607,0.290237750439089
"KATNB1",39.4783233808345,-0.144927075515333,0.304453064023959,0.565236621163812,0.715670693299612
"KIFC3",237.569044152933,-0.915486976673521,0.327845738657763,0.000658156798740678,0.00423608676419381
"LOC388282",7.93640657497127,-1.50275484447081,0.989710460479635,0.00103798724313696,0.00615402745452598
"CNGB1",2.31688367606606,0.137444103964262,0.623990820694454,0.832323530907326,0.902623217219471
"ZNF319",31.4053838810053,-0.318892097148828,0.268698310519801,0.174049748643606,0.321415189137989
"USB1",54.6832936262083,0.24856078935863,0.206947381693568,0.196056705311647,0.350198150977561
"MMP15",92.1638487990833,-0.198996084853777,0.292479335660698,0.412935613544384,0.583829373455581
