"","SRR26436341","SRR26436342","SRR26436343","SRR26436344","SRR26436345","SRR26436346","SRR26436347","SRR26436348"
"APLN",0,0,0,0,0,0,0,0
"APLNR",0,0,0,0,0,0,0,0
"APLP1",0,0,0,0.026229,0.124736,0,0,0
"APLP2",754.857758,757.954865,767.115758,1174.403517,1071.608481,773.774589,736.173618,785.986157
"APMAP",53.45349,61.292204,67.723774,58.668916,66.826659,60.702311,61.434858,51.607776
"APOA1",0.268331,0,0,0,0,0,0,0
"APOA2",0,0,0,0,0,0,0,0
"APOA4",0,0,0,0,0,0,0,0
"APOA5",0,0,0,0,0,0,0,0
"APOB",0,0,0,0,0,0,0,0
"APOBEC1",0,0,0,0,0,0,0,0
"APOBEC2",0,0,0,0,0,0,0.023927,0
"APOBEC3A",155.04821,138.393187,153.693331,967.196649,1005.457294,189.197116,354.921975,103.671249
"APOBEC3B",0.32253,4.810012,0.266744,1.205998,1.650161,10.164955,0.715799,0.516292
"APOBEC3C",42.31612,42.82541,38.154577,83.618411,76.945935,50.099442,65.535006,52.321406
"APOBEC3D",2.624635,3.349302,2.537342,9.236722,8.06022,4.426596,5.605692,2.30371
"APOBEC3F",4.315012,4.978002,2.939491,10.324151,11.471696,3.508328,10.049819,5.953661
"APOBEC3G",27.021779,30.185387,24.513458,75.135605,73.89675,27.829709,43.593415,26.78126
"APOBEC3H",0.147918,0.637986,1.447553,4.100069,9.134087,0.147406,0.71775,0.319136
"APOBEC4",0,0,0,0,0,0,0,0
"APOBR",125.902815,144.980244,96.059516,159.378156,104.42134,94.200337,126.942723,82.742168
"APOC1",0,0,0.183517,0.291593,0,0,0.1691,0
"APOC2",0,0,0,0,0,0,0,0
"APOC3",0,0,0,0,0,0,0,0
"APOC4",0,0,0,0,0,0,0,0
"APOC4-APOC2",0,0,0,0,0.202879,0,0,0
"APOD",0,0,0,0,0,0,0,0
"APOE",0.245322,0,0.426498,0.423993,0.129696,0,0.25746,0.491601
"APOF",0,0,0,0,0,0,0.021996,0
"APOH",0,0,0,0,0,0,0,0
"APOL1",16.046355,15.4371,10.596162,49.716091,68.587589,11.014288,56.092289,20.145044
"APOL2",17.551572,14.75968,16.484441,33.089161,40.290745,12.803381,35.399654,20.426868
"APOL3",103.875498,111.649562,76.366408,168.355698,220.779976,82.968316,217.215849,104.101051
"APOL4",1.361903,0.445067,0,2.154663,0.573656,0.772376,6.800175,1.237058
"APOL5",0,0,0,0,0,0,0.014013,0
"APOL6",22.648931,19.876542,15.377415,80.670818,90.353464,19.932289,58.06142,21.563561
"APOLD1",0.353013,0.54664,0.052968,0.397544,0.068158,0.318347,0.17931,0.215415
"APOM",5.909869,2.651606,3.978904,2.685589,0.856461,3.673376,2.721532,2.520846
"APOO",5.30217,4.565965,3.202246,4.145303,5.543975,3.557989,5.215444,3.420679
"APOOL",3.77921,3.55829,2.701629,4.530992,4.796009,4.050718,3.43054,3.80859
"APOPT1",32.652337,28.74052,34.707746,25.75302,27.228363,31.254944,28.190398,33.829816
"APP",45.470999,39.751898,40.856783,37.141422,20.947408,42.738504,24.173404,28.042305
"APPBP2",5.463734,4.682854,4.238084,4.651133,4.06131,4.381525,2.96257,3.058284
"APPL1",18.062905,16.432295,14.065154,26.933947,21.922389,18.761359,15.485243,15.449161
"APPL2",4.338286,7.743748,7.217035,6.87148,3.467467,5.191706,6.418088,8.118943
"APRT",145.747032,119.001327,115.595051,92.253281,92.593104,147.020874,113.42424,113.236777
"APTX",21.133056,18.118893,19.070219,20.409684,22.155523,21.984919,11.90066,17.987193
"AQP1",0.075436,0.176872,0,0.056197,0,0,0,0.192044
"AQP10",0.913061,1.028976,0.043536,0.227601,0.074451,0.363564,0.01082,1.007632
"AQP11",0,0.040969,0,0.019903,0,0,0,0
"AQP12A",0,0,0,0,0,0,0,0
"AQP12B",0,0,0,0,0.013879,0,0,0
"AQP2",0,0,0,0,0,0,0.00822,0
"AQP3",0.258344,1.89516,0.939016,5.330637,3.660302,0.503805,0.903186,0.478927
"AQP4",0,0,0,0,0,0,0,0
"AQP5",0,0,0,0,0,0,0,0
"AQP6",0,0,0,0,0,0,0,0
"AQP7",0,0.054428,0,0,0,0,0,0.01298
"AQP8",0,0,0,0,0,0,0,0
"AQP9",54.995722,87.123116,106.408892,192.590647,167.590279,122.912577,132.884951,122.105583
"AQR",0.349426,0.244388,0.308153,0.249537,0.253436,0.36425,0.64721,0.572177
"AR",0.043683,0.038686,0.08008,0.018327,0.010917,0.033151,0.023073,0.051486
"ARAF",46.509029,46.434055,43.717007,54.439686,52.367595,52.594395,42.339744,44.6545
"ARAP1",239.306327,189.482172,201.300722,151.894125,177.592059,180.971474,202.83553,214.820468
"ARAP2",8.078157,7.221835,10.507129,10.140434,7.807321,7.942307,14.5812,14.070644
"ARAP3",16.243809,15.991956,13.538841,7.086178,8.801463,14.360726,10.097031,13.049392
"ARC",0,0,0.034217,0.060718,0.042623,0,0.036106,0
"ARCN1",55.076481,57.3234,54.541268,62.122581,59.169116,56.999888,56.189896,54.755784
"AREG",0.05711,0,0,0.073724,0.120326,0.283611,0.119519,0.597853
"AREL1",29.619718,23.24399,26.468435,32.184586,24.150693,29.691164,21.222049,22.347816
"ARF1",353.134032,362.314251,372.012969,416.87212,379.399332,391.093695,395.6761,375.703717
"ARF3",94.893096,102.88612,89.00597,119.061019,92.463255,101.966784,108.267728,110.37378
"ARF4",69.577161,69.684738,78.106781,82.50723,71.368421,79.633371,70.501881,69.599339
"ARF5",257.995669,250.787416,272.152426,214.185608,201.578038,280.322171,243.695568,264.394503
"ARF6",78.317956,63.755554,65.027768,89.699,69.319803,68.497676,61.74278,61.811617
"ARFGAP1",40.784715,33.149856,32.328257,36.65163,33.523634,40.051424,33.71543,40.252024
"ARFGAP2",35.903355,29.973532,31.134383,38.341437,41.914012,31.62119,33.107299,38.595181
"ARFGAP3",31.927315,29.896287,32.307282,28.586315,31.113715,32.055096,31.625317,31.281499
"ARFGEF1",27.221772,25.966106,24.333439,23.936912,21.822049,26.868899,22.366745,25.13341
"ARFGEF2",9.353944,8.965397,10.14484,9.843806,10.025674,10.724331,9.530026,8.218685
"ARFGEF3",0,0,0,0.00158,0,0,0,0.002305
"ARFIP1",10.97966,9.105142,10.313337,9.068235,8.149911,11.178244,8.061874,10.010008
"ARFIP2",7.758412,7.150347,6.901536,6.487795,5.146647,8.903936,6.299008,8.118168
"ARFRP1",22.624593,20.511104,30.456799,25.009276,29.378559,13.265872,24.882847,21.222519
"ARG1",0,0.200866,0,0,0,0.216682,0,0
"ARG2",0.163649,0.227015,0.062841,0.257817,0.148411,0.065826,0.029695,0.200712
"ARGFX",0,0,0,0,0,0,0,0
"ARGLU1",0.868476,0.773265,0.80756,0.8878,0.445732,0.968054,1.261968,1.537999
"ARHGAP1",45.008349,43.284318,41.848809,44.367646,33.842221,45.013623,42.298243,45.155574
"ARHGAP10",3.025184,3.930291,3.921249,2.331833,1.771521,2.713224,1.426188,4.586078
"ARHGAP11A",1.192448,0.804534,1.697829,1.366756,0.579165,1.041829,0.631546,2.015657
"ARHGAP11B",0.347374,0.235056,0.02835,0.72845,0,0.491807,0.381716,0.550827
"ARHGAP12",1.779695,1.6193,1.988621,0.980805,0.901734,1.029736,1.493388,4.144461
"ARHGAP15",25.195024,28.086679,21.894029,30.742762,29.500802,26.426317,25.129786,27.66979
"ARHGAP17",65.899283,52.571792,44.860216,79.506564,73.505799,44.108951,85.969953,72.11584
"ARHGAP18",6.948733,5.899535,5.090888,12.013865,9.417828,5.011862,8.259441,8.259636
"ARHGAP19",1.94514,2.005508,3.842945,0.79688,1.531848,0.46935,0.308983,0.999209
"ARHGAP19-SLIT1",0,0,1.024539,0.726866,0,0,0,0.356055
"ARHGAP20",0.056954,0.062102,0.057136,0.044394,0.026469,0.100581,0.008574,0.120166
"ARHGAP21",18.743839,18.073997,17.73247,21.459291,15.521235,19.232352,17.858256,23.927769
"ARHGAP22",4.76987,4.261097,3.695145,2.454671,3.046173,2.332085,3.244886,4.57173
"ARHGAP23",0.722463,0.604887,0.3734,1.553026,1.63362,0.972246,2.505649,0.888969
"ARHGAP24",18.714315,19.479569,15.829938,14.538404,10.806126,15.283459,13.966758,12.738635
"ARHGAP25",71.747145,87.493084,72.79466,105.940924,99.436567,75.37128,70.590741,56.368898
"ARHGAP26",8.634129,10.322593,6.922384,8.636943,5.178629,6.588969,6.953794,8.346497
"ARHGAP27",201.08076,179.019011,174.864146,230.091769,231.879764,198.158951,197.532279,204.892971
"ARHGAP28",0,0,0,0,0,0,0.003146,0
"ARHGAP29",0.039092,0.127594,0.051199,0.062557,0.108879,0.140429,0.091104,0.125118
"ARHGAP30",275.13378,271.988368,239.837186,271.367521,251.481662,230.208332,251.583797,280.783717
"ARHGAP31",4.061447,3.15088,4.526872,4.835541,3.19903,3.918653,3.936255,4.691399
"ARHGAP32",3.56897,3.256525,3.615256,1.580643,1.552106,2.740069,2.215293,3.005837
"ARHGAP33",1.321703,0.953051,1.059149,1.208784,1.266669,1.30759,2.085602,1.259082
"ARHGAP36",0,0,0,0,0,0,0,0
"ARHGAP39",0,0,0.050223,0.015228,0,0,0,0
"ARHGAP4",280.579735,248.071753,240.589947,220.690865,207.955312,241.332322,215.047557,284.741524
"ARHGAP40",0,0,0.02954,0,0.024639,0,0,0
"ARHGAP42",0,0.025585,0.052241,0.064405,0.014404,0,0.008633,0.009078
"ARHGAP44",0.071311,0,0,0.020585,0,0.015782,0.021425,0
"ARHGAP45",220.024799,208.185823,200.970568,206.831173,192.14837,195.565,195.100844,246.676754
"ARHGAP5",5.040205,4.781008,3.724966,4.826868,5.892039,2.103612,2.677592,3.817122
"ARHGAP6",1.037192,1.237868,0.901472,0.670057,0.374189,0.788371,0.52722,1.001464
"ARHGAP8",0,0,0,0,0,0,0,0
"ARHGAP9",234.264475,260.25487,247.902116,204.425674,226.178513,221.577576,176.293775,256.066676
"ARHGDIA",341.187874,328.696836,308.36661,414.363768,331.733176,347.06004,406.059352,431.204481
"ARHGDIB",106.149203,119.14532,108.218722,76.03033,112.978132,94.156587,109.509691,130.301016
"ARHGDIG",0,0,0,0,0,0,0,0
"ARHGEF1",163.59132,159.208471,139.931921,147.337778,136.917992,150.877063,124.885716,176.554022
"ARHGEF10",0.082941,0.133994,0.139087,0,0.250328,0.091845,0,0.054027
"ARHGEF10L",47.827266,39.230184,35.057653,40.800083,32.743283,38.563511,33.008587,35.122168
"ARHGEF11",22.193797,23.197526,18.642814,29.99612,27.67727,23.040504,33.284116,25.927986
"ARHGEF12",1.083199,1.348298,0.904399,1.895675,0.870445,0.904489,1.01592,0.620606
"ARHGEF15",0,0,0,0,0,0,0,0
"ARHGEF16",0,0.109146,0,0.012025,0,0,0.008345,0.026545
"ARHGEF17",0.315445,0.280507,0.054139,0.537588,0,0.101265,0,0.490416
"ARHGEF18",11.436246,12.324526,9.400657,15.134577,13.731007,10.510728,10.308077,9.170552
"ARHGEF19",3.167997,1.25786,0.980997,1.652821,0.743092,1.730756,0.899064,2.202466
"ARHGEF2",137.603185,136.023387,125.041334,131.078629,125.516407,129.985705,120.78992,137.278294
"ARHGEF25",0,0.052339,0.15026,0,0,0,0,0
"ARHGEF26",0,0,0.052206,0,0,0.017178,0,0.03875
"ARHGEF28",0,0,0.009204,0,0,0,0.011601,0
"ARHGEF3",37.449662,44.647587,44.715089,72.551988,78.570892,34.23607,53.586067,27.997706
"ARHGEF33",0.026498,0.039367,0.079574,0.02874,0.13118,0,0.074838,0.016754
"ARHGEF35",0,0.033432,0.117758,0.101287,0.029363,0,0.102733,0.027804
"ARHGEF37",0,0,0,0,0,0,0.07333,0
"ARHGEF38",0,0,0,0,0,0,0,0
"ARHGEF39",0.103543,0.030417,0.053073,0.214539,0,0.016339,0.096607,0.035039
"ARHGEF4",0,0,0,0.12157,0,0,0,0
"ARHGEF40",11.419327,11.943139,9.872615,9.794234,9.351804,14.62151,5.917266,5.660121
"ARHGEF5",0.229399,0,0,0.165933,0,0,0,0
"ARHGEF6",50.713896,51.496967,50.753381,50.217276,42.786469,51.166386,48.147708,59.118857
"ARHGEF7",18.336736,21.952678,18.506123,24.122155,21.063846,25.262286,20.769158,20.690785
"ARHGEF9",4.972119,2.369131,2.942477,2.147407,2.110661,3.931758,1.741621,3.734422
"ARID1A",45.857496,40.510388,40.75513,49.708977,42.376359,44.062888,43.898922,46.739539
"ARID1B",19.071402,16.949057,15.201986,15.413058,15.663404,16.156838,15.535323,19.998538
"ARID2",5.952997,5.712653,5.741469,5.614228,5.101772,6.184626,3.602193,4.689265
"ARID3A",27.296384,25.395435,21.76552,21.230295,19.350662,22.070185,28.403874,27.52222
"ARID3B",9.308032,8.732723,9.403245,9.686422,8.108772,8.282709,6.437808,6.562068
"ARID3C",0,0,0,0,0,0,0,0
"ARID4A",14.104354,14.293588,12.963163,13.34427,10.159129,12.27538,13.919327,14.233779
"ARID4B",36.239383,35.49321,36.065495,36.295612,37.761236,36.969749,33.712583,34.19285
"ARID5A",24.802047,22.345934,22.743671,27.018113,27.514165,27.579451,23.326612,22.756915
"ARID5B",1.405226,0.985082,1.981943,6.007349,4.971436,1.775087,4.318267,2.469446
"ARIH1",1.892225,1.052963,1.993525,1.33803,1.812921,1.194526,1.968605,1.044474
"ARIH2",16.820379,16.473033,20.077734,21.151346,15.739341,22.224278,17.473205,25.475935
"ARL1",24.354781,23.1173,25.488441,30.191976,28.961915,21.828666,27.303815,26.754101
"ARL10",0.255621,0.230524,0.316486,0.260021,0.229389,0.121078,0.193651,0.203972
"ARL11",9.925462,11.404973,9.868947,10.082364,11.302056,8.002365,10.063136,8.965022
"ARL13A",0,0,0,0,0,0,0,0
"ARL13B",1.235472,0.208629,0.66415,0.947141,0.714075,3.930499,1.635703,1.78919
"ARL14",0,0,0,0,0,0,0,0
"ARL14EP",21.166499,20.509025,14.913463,12.489529,10.663403,19.898239,11.425171,12.529217
"ARL14EPL",0,0,0,0.028469,0,0,0,0
"ARL15",7.049825,9.573816,9.489304,10.765143,6.373968,10.232744,8.07326,10.066329
"ARL16",25.704923,33.003413,21.598868,24.220584,17.932442,33.5186,26.53792,35.239551
"ARL17A",3.713999,4.248416,2.642055,2.717297,3.397015,4.154245,2.401002,3.7386
"ARL17B",7.539168,10.783388,7.860052,7.858982,21.178731,11.664735,11.327527,10.081658
"ARL2",29.016531,27.560975,24.279844,33.656222,33.29205,29.072096,32.749129,34.675201
"ARL2-SNX15",0,0.263376,0.303768,0,0.36833,0,0.040131,0.185959
"ARL2BP",56.492302,42.668077,39.495329,39.474052,36.259518,46.022315,37.99547,40.004832
"ARL3",0.262969,0.058455,0.10554,0.052518,0.045111,0.10217,0.077474,0.090934
"ARL4A",7.67709,7.986936,7.453667,6.14113,6.612493,4.195078,14.034166,18.646044
"ARL4C",7.407933,10.637405,10.971346,19.548595,17.163263,10.861952,4.933082,5.139705
"ARL4D",1.343125,1.426303,1.651919,0.98839,1.32182,0.387233,1.459947,0.835774
"ARL5A",9.66476,10.273412,7.292691,7.719934,7.037096,8.473008,9.22495,12.887526
"ARL5B",4.847349,4.623902,4.676819,7.549611,8.422709,4.740423,6.425662,5.618348
"ARL5C",0,0.130268,0.275381,0.14305,0.153031,0,0.024875,0
"ARL6",0.648541,0.98105,0.410442,1.009148,0.727126,1.026393,0.681088,0.871973
"ARL6IP1",70.108008,65.87436,49.853263,74.921079,69.683892,70.15186,54.110067,59.475623
"ARL6IP4",145.266704,126.488506,103.64488,84.092388,89.014518,100.625731,110.70315,145.612222
"ARL6IP5",216.450774,162.662316,205.037235,176.182544,164.402905,192.197755,211.819543,202.34759
"ARL6IP6",20.070068,14.506788,17.445926,15.040044,21.092389,13.904863,19.111576,18.03812
"ARL8A",58.260951,56.408069,55.601328,66.726562,58.33754,52.557495,65.796157,64.591058
"ARL8B",73.561965,61.039709,68.498261,75.00731,74.533145,70.196249,59.684036,57.855626
"ARL9",0,0.028773,0,0,0,0,0.043811,0
"ARMC1",10.453571,11.324628,9.509771,10.101512,10.199358,10.905103,9.358657,9.866491
"ARMC10",18.86382,20.178487,21.191779,18.88683,21.259923,23.15077,20.787671,19.516631
"ARMC12",0.491362,0.361133,0.326971,0.369716,0.334339,0.369526,0.426734,0.191537
"ARMC2",5.795725,3.422326,2.312238,4.209362,2.577255,4.681407,4.361368,4.372361
"ARMC3",0.17687,0.279324,0.091389,0.018544,0.091108,0.08324,0.04503,0.076773
"ARMC4",0,0,0,0,0,0.22466,0,0
"ARMC5",5.416049,4.312021,4.884382,3.53248,3.785308,4.848138,5.283872,5.533692
"ARMC6",22.26229,19.365219,22.266848,16.410217,15.034265,18.340429,13.898023,17.781692
"ARMC7",17.983994,19.127644,18.581662,16.857958,14.007555,18.337227,14.110705,15.573988
"ARMC8",23.203517,26.450226,21.65072,28.104675,21.914194,27.740674,24.183074,25.521411
"ARMC9",0.020958,0.123495,0.018048,0.021241,0,0,0.045372,0.035401
"ARMCX1",3.28372,2.571807,2.494342,2.591422,2.695561,2.911664,1.760154,1.907357
"ARMCX2",0.320821,0.263988,0,0.079917,0.678396,0.377794,0.623838,0.526895
"ARMCX3",19.716415,19.194972,19.011942,26.148463,27.68714,20.24293,19.604694,15.689211
"ARMCX4",0.402,1.16448,0.651874,0.683925,0.710138,0.75719,0.972152,0.769396
"ARMCX5",6.9176,5.698383,5.005255,6.012148,5.002447,6.913624,4.054512,6.322069
"ARMCX6",12.717213,10.120592,10.476319,10.810778,13.69152,10.038141,11.774377,10.222509
"ARMS2",0,0,0,0,0,0,0.030736,0
"ARMT1",24.461373,28.512742,25.636497,31.523002,29.37684,26.064838,27.148285,21.459408
"ARNT",26.842208,30.216108,25.263854,26.430932,19.885382,30.721424,20.867702,18.992115
"ARNT2",0,0,0,0.029563,0,0.125574,0.012813,0
"ARNTL",12.894314,8.195309,8.110178,14.738735,13.842976,5.236258,10.865007,8.166766
"ARNTL2",1.285799,0.948931,1.411417,4.192909,3.30496,0.922918,4.545515,1.913694
"ARPC1A",52.466707,51.061722,47.652981,56.860781,63.870848,60.612492,51.716236,53.273242
"ARPC1B",98.782704,108.024796,78.884565,131.209906,109.257894,129.419801,121.758846,125.377892
"ARPC2",725.590215,644.752404,688.499208,674.127742,637.227261,712.836912,709.009988,686.55273
"ARPC3",560.996589,542.536432,607.425501,657.450697,512.960681,579.027859,583.299747,567.902519
"ARPC4",358.465752,332.414869,372.523498,370.671186,302.024887,372.828565,356.126885,369.616053
"ARPC4-TTLL3",25.265267,23.407026,15.87915,13.765864,8.950608,19.948065,18.587994,23.680247
"ARPC5",617.886293,649.244623,626.834729,771.422745,576.973522,682.880503,686.604582,612.467736
"ARPC5L",19.089861,20.912529,19.689468,21.709081,20.285314,18.744432,19.92197,20.795576
"ARPIN",10.902295,16.048882,8.395143,6.004284,4.276345,11.031237,5.663427,15.099277
"ARPP19",31.168415,32.734356,29.296107,43.548544,34.374893,28.647485,30.554029,35.781707
"ARPP21",0,0.01835,0,0,0,0,0,0
"ARR3",0,0,0,0,0,0,0,0
"ARRB1",69.213922,62.004958,61.592255,70.584228,67.67284,64.515951,79.905085,71.741997
"ARRB2",530.402262,533.991747,537.202607,430.087615,415.644845,578.10767,441.032107,576.934154
"ARRDC1",78.355038,79.36503,72.04608,92.062419,85.241115,91.599894,85.995811,77.268865
"ARRDC2",72.980385,55.932628,53.14068,41.188221,45.305742,51.968039,45.281753,54.568004
"ARRDC3",28.496436,30.815793,23.697358,40.73066,35.759832,28.219802,10.206823,23.512616
"ARRDC4",48.498002,26.04738,32.354675,19.367679,16.04663,36.424937,34.278916,21.203819
"ARSA",16.477718,17.704532,16.577947,29.878165,35.252242,23.455342,20.547289,25.947434
"ARSB",14.856796,13.232151,10.321377,21.709011,15.79924,13.666111,17.789041,15.746982
"ARSD",1.264909,2.095296,1.881487,1.79376,2.252846,1.030764,2.300514,0.945846
"ARSE",0,0,0,0,0,0,0,0
"ARSF",0,0,0,0,0,0,0,0
"ARSG",14.306759,13.237489,12.194006,6.585452,6.534466,12.368128,8.74049,9.208835
"ARSH",0,0.014422,0,0,0,0,0,0
"ARSI",0,0,0,0,0,0,0,0
"ARSJ",0,0,0.046285,0.035299,0.019259,0,0.028202,0
"ARSK",1.011202,1.073772,1.283211,1.094148,1.007173,1.194275,1.032984,1.174531
"ART1",0,0,0,0,0,0,0,0
"ART3",0,0,0,0,0,0,0,0
"ART4",0,0,0,0,0,0,0,0
"ART5",0,0,0,0,0,0,0,0
"ARTN",0,0,0.074682,0.022888,0,0,0,0
"ARV1",7.691164,8.236759,5.896892,8.183507,9.651523,9.851211,7.798837,9.885265
"ARVCF",1.13833,0.900601,0.919472,1.108712,0.3595,0.832534,0.452097,0.963548
"ARX",0,0,0,0,0,0,0,0
"AS3MT",0,0,0,0,0,0,0,0
"ASAH1",631.158008,692.339327,747.352955,576.581543,519.309697,737.024044,579.33157,599.157573
"ASAH2",0,0.019153,0,0,0,0,0.063,0
"ASAH2B",0,0,0,0.036558,0.017767,0,0.011523,0
"ASAP1",41.174371,45.583535,47.845925,41.496172,29.689045,28.21689,46.874838,50.204961
"ASAP2",1.325493,1.651477,0.952341,1.081213,1.336071,0.60391,2.254454,1.426138
"ASAP3",1.028945,0.233108,0.379509,0.583481,0.443532,0.169417,1.141821,0.45048
"ASB1",8.118672,7.353169,9.407646,9.665218,9.784786,6.735515,9.365942,11.531608
"ASB10",0,0,0,0,0,0,0,0
"ASB11",0,0,0.024183,0,0,0,0,0
"ASB12",0,0,0,0,0,0,0.016491,0
"ASB13",14.031028,15.079852,13.981728,9.419619,7.276327,18.799076,8.733089,10.263464
"ASB14",0,0,0,0,0,0,0,0
"ASB15",0,0,0,0,0,0,0,0
"ASB16",0,0,0,0.062373,0.020415,0,0,0.054458
"ASB17",0,0,0,0,0,0,0,0
"ASB18",0,0,0,0,0,0,0.006193,0
"ASB2",0.143378,0.747504,0.216406,0.403616,0.641332,0.727356,0.34714,0.651644
"ASB3",7.742419,6.046534,6.535162,7.542291,5.31921,7.868264,7.682361,8.417608
"ASB4",0,0,0,0,0,0,0,0
"ASB5",0,0,0,0,0,0,0,0
"ASB6",15.613013,15.082325,12.64536,14.130787,14.683572,16.327774,11.297758,12.08191
"ASB7",9.784434,9.684664,9.938537,7.852812,8.763154,10.426166,9.50833,11.137556
"ASB8",32.590594,30.214802,27.289262,36.225986,30.003104,29.530822,26.881604,27.611405
"ASB9",0.202785,0.383069,0.440713,0.429473,0.312775,0.552671,0.227688,0.339635
"ASCC1",6.549223,9.604892,13.716951,7.643985,7.789861,9.90326,7.661216,6.489701
"ASCC2",18.13585,20.552691,17.876793,20.019633,24.370295,19.596226,17.593591,20.842647
"ASCC3",2.453555,1.457673,0.943306,2.935477,4.323762,3.203341,2.944888,3.129876
"ASCL1",0,0,0,0,0,0,0,0
"ASCL2",12.221652,12.621141,9.576683,22.072219,26.39924,12.188494,21.276314,15.288201
"ASCL3",0,0,0,0.068185,0,0,0,0
"ASCL4",0,0,0,0,0,0,0,0
"ASCL5",0,0,0,0.026471,0.021657,0,0.018372,0.019256
"ASF1A",11.742059,10.313239,9.28649,10.614109,11.343189,12.144018,6.060015,8.4345
"ASF1B",9.333862,7.169153,6.833315,4.67745,5.372271,7.758166,5.042973,6.824168
"ASGR1",54.342094,49.264209,51.024985,52.916083,40.923197,51.841501,49.830202,52.444654
"ASGR2",0,0,14.787143,0.089064,0,0,0,20.093983
"ASH1L",4.077904,2.73663,2.631833,3.444614,2.47274,2.924017,3.468939,4.242068
"ASH2L",19.609158,23.397765,14.746466,15.728474,15.548212,20.462931,21.554016,22.757157
"ASIC1",0,0.09725,0,0.058332,0,0,0,0
"ASIC2",0,0,0,0,0,0,0,0.023262
"ASIC3",0.606167,0.749456,0.780801,0.479514,0.546125,0.924198,0.498602,1.003752
"ASIC4",0,0.014099,0,0.010297,0,0,0.007145,0
"ASIC5",0,0,0,0,0,0,0,0
"ASIP",0,0.261877,0,0.143014,0,0,0,0
"ASL",18.262122,18.002104,14.824432,13.317766,17.980114,17.743514,15.377973,15.165009
"ASMT",0.135768,0.119572,0,0.055575,0,0.119522,0.093159,0
"ASMTL",17.804198,11.827723,11.401258,14.308907,11.621489,19.549865,12.92126,15.577926
"ASNA1",83.8187,81.821066,79.693657,87.833878,82.180083,90.786124,84.402523,83.849189
"ASNS",0.162842,2.095412,0.922514,2.083286,0.544993,1.431337,0.584849,0.700109
"ASNSD1",29.62674,25.263908,20.187381,22.484728,22.944763,31.009751,25.788583,26.340986
"ASPA",0,0,0,0,0,0,0,0
"ASPDH",0,0,0,0,0,0,0,0
"ASPG",0,0.020855,0,0.015224,0,0.007747,0.010696,0
"ASPH",4.837955,5.190226,4.435251,3.849492,3.379594,6.034183,3.850602,8.683966
"ASPHD1",0,0,0,0.01995,0,0,0,0
"ASPHD2",1.000805,0.912771,0.282258,1.280494,0.747428,0.75712,1.430107,1.789157
"ASPM",0,0.012131,0.011372,0.080564,0.050003,0,0.031629,0.066694
"ASPN",0,0,0,0,0,0,0,0
"ASPRV1",0,0.730674,0,0.425973,0.137197,0,0,0
"ASPSCR1",23.891159,21.360892,20.635767,21.430011,19.010575,21.89328,23.438157,25.413018
"ASRGL1",27.009003,30.647013,32.82149,19.437367,21.853396,31.151868,22.428242,52.815667
"ASS1",0,0,0,0,0,0,0,0
"ASTE1",3.949743,1.895475,1.529814,2.432072,1.243817,2.348758,1.897213,2.710767
"ASTL",0,0,0,0,0,0,0,0
"ASTN1",0,0,0,0,0,0,0,0
"ASTN2",0.017045,0.074809,0.116737,0.167476,0.334303,0.059881,0.062949,0
"ASUN",5.502456,6.754983,6.313609,8.008724,9.058655,6.310145,5.531625,4.858837
"ASXL1",11.115544,10.039477,9.030905,7.349286,6.337768,9.36638,7.05789,8.87284
"ASXL2",12.927903,11.718196,12.495843,14.925465,12.898994,13.287895,11.769842,12.348301
"ASXL3",0,0,0,0,0,0,0,0
"ASZ1",0,0,0,0,0,0,0,0
"ATAD1",0,0,0,0,0,0,0,0
"ATAD2",3.595745,2.596083,2.329629,3.070566,2.626388,2.938503,2.691543,2.254315
"ATAD2B",11.683349,11.645741,13.37618,13.798117,13.692646,11.448942,9.210511,9.626278
"ATAD3A",12.737272,11.12446,10.367392,8.797168,7.952431,9.059133,10.407331,13.551994
"ATAD3B",0,0,0,0,0,0,0,0
"ATAD3C",0.089625,0.053086,0.038437,0.058306,0.021205,0.049399,0.093359,0.047212
"ATAD5",0.789551,0.699809,0.540071,0.689248,0.522101,0.778782,0.594398,0.53057
"ATAT1",1.441641,2.861716,3.296953,2.485346,1.433592,3.070758,2.382025,3.324263
"ATCAY",0,0.012088,0,0,0,0,0,0
"ATE1",0.217395,0.144379,0.744195,0.450352,0.191417,0.821118,0.486273,1.11805
"ATF1",19.306724,19.208987,20.914767,17.814264,19.516356,22.211921,19.591452,17.371428
"ATF2",12.143293,10.427481,11.600625,15.018543,11.212031,15.7871,8.092659,8.429567
"ATF3",5.9143,1.836684,2.989112,7.540806,20.602622,5.178458,26.65478,16.256654
"ATF4",32.754308,39.389301,35.002741,14.504353,19.261326,20.913606,47.174225,67.134022
"ATF5",34.133115,31.91507,33.056928,65.011839,79.012442,31.373073,48.833031,42.260808
"ATF6",12.792458,10.977844,11.465751,10.138103,8.052424,12.987974,9.069067,10.333945
"ATF6B",84.649966,79.308692,70.513102,89.050021,82.265661,83.175993,78.356017,90.96414
"ATF7",8.194544,5.26085,5.735414,9.233755,8.337856,6.480067,11.749635,9.184363
"ATF7IP",16.672889,15.138752,14.739712,16.341041,13.451093,16.149415,12.102831,12.62003
"ATF7IP2",2.920972,2.384719,2.958591,2.278247,2.837615,2.847923,3.76719,4.321021
