"","SRR26436341","SRR26436342","SRR26436343","SRR26436344","SRR26436345","SRR26436346","SRR26436347","SRR26436348"
"A1BG",17.966516,13.817561,20.542398,5.606982,7.250809,15.039108,10.315383,4.585845
"A1CF",0,0,0,0,0,0,0,0
"A2M",0,0.161052,0,0,0,0.276969,0.258998,0.126643
"A2ML1",0,0,0,0,0,0,0,0
"A3GALT2",0.147918,0,0,0.063451,0.103395,0,0.110286,0
"A4GALT",0,0.037983,0,0,0,0,0,0
"A4GNT",0.035953,0,0,0,0,0,0,0
"AAAS",21.55228,18.92954,19.285106,16.946927,17.854543,23.885818,17.712803,19.002217
"AACS",4.944388,4.68421,4.367871,4.297245,5.281194,5.49202,7.769856,3.360058
"AADAC",0,0,0,0,0,0,0,0
"AADACL2",0,0,0,0,0,0,0,0
"AADACL3",0,0,0,0,0,0,0,0
"AADACL4",0,0,0,0,0,0,0,0
"AADAT",0,0,0,0,0,0,0,0
"AAED1",5.544188,4.517429,5.470157,7.958792,6.046264,5.807059,5.247654,4.872768
"AAGAB",15.581925,16.214924,15.002208,16.706932,16.673162,19.855916,15.849355,18.638942
"AAK1",8.743575,8.286157,7.279462,13.165642,11.042073,6.997249,11.188953,9.488181
"AAMDC",13.666884,14.052948,16.614596,15.05545,20.156771,16.621894,15.414938,14.087471
"AAMP",119.905466,125.449314,109.067877,95.934569,86.560577,111.169675,115.721671,119.923638
"AANAT",0,0,0,0,0,0,0,0
"AAR2",17.917261,16.729327,15.932532,20.684954,17.741703,18.663247,14.250129,16.135509
"AARD",0,0,0,0.011542,0,0,0,0
"AARS",5.090828,3.925439,5.596336,4.061541,2.319803,4.898223,1.463844,1.737312
"AARS2",4.264947,3.156435,3.754688,2.044924,3.433832,3.416669,2.423216,2.69673
"AARSD1",21.128562,15.824934,16.825388,15.781712,15.367695,17.677151,13.276769,18.324709
"AASDH",5.820963,6.801261,5.493413,4.708138,6.50522,5.661548,6.59896,5.380787
"AASDHPPT",23.327369,19.51783,20.814064,22.422985,21.734709,22.062246,18.51227,19.913978
"AASS",0,0,0.162801,0,0,0.119246,0,0.135797
"AATF",47.974419,47.500445,45.584845,57.042386,50.836525,44.072727,53.217532,47.10252
"AATK",13.693967,18.386459,9.529328,15.088213,8.410024,22.762096,11.22097,11.226562
"AATK-AS1",0,0,0,0,0,0,0,0
"ABAT",6.362597,8.752422,8.413709,10.64601,9.174471,11.341412,9.369435,8.602366
"ABC13-47488600E17.1",0.212901,0.081297,0.065164,0.342946,0.259379,0.090732,0.489478,0.326735
"ABC7-42404400C24.1",0.059508,0.019952,0.039069,0.041613,0.019039,0.030346,0.036905,0.032025
"ABCA1",0.122386,0.883301,0.693768,1.567019,0.744688,0.719255,0.848215,0.990625
"ABCA10",0,0.030979,0.067642,0.032601,0.045939,0.043119,0.052119,0.026629
"ABCA12",0,0,0,0,0,0,0.001772,0
"ABCA13",0.245407,0.104658,0.149773,0.215903,0.21741,0.081868,0.125558,0.335231
"ABCA2",7.427829,9.684224,8.714354,11.179938,9.540711,7.140413,10.159824,6.961279
"ABCA3",0.504748,0.215697,0.293808,0.968398,0.637745,0.335188,0.590619,0.747314
"ABCA4",0,0,0,0,0,0,0,0
"ABCA5",3.370521,2.560398,1.107017,1.942449,3.537212,1.693285,2.478134,1.657283
"ABCA6",0,0,0,0,0,0,0,0
"ABCA7",51.599466,56.23927,40.051444,54.400153,54.423303,41.053141,66.215043,56.542685
"ABCA8",0,0,0,0,0,0,0,0
"ABCA9",0.173027,0.319023,0.256247,0.198251,0.044965,0.177204,0.049354,0.205026
"ABCB1",0,0,0,0,0,0,0,0
"ABCB10",7.375595,9.023725,7.600773,8.2377,9.101336,10.308602,8.848784,8.478131
"ABCB11",0,0,0,0,0,0,0.05499,0
"ABCB4",0,0,0,0,0,0,0,0
"ABCB5",0,0,0,0,0,0,0,0
"ABCB6",2.362753,1.559221,0.555068,1.137031,2.113024,1.175868,1.540887,0.286188
"ABCB7",10.937845,16.450563,13.571263,9.834826,10.345284,16.213543,10.990643,9.766187
"ABCB8",7.908684,10.066499,9.046992,11.4067,7.642397,11.918623,11.18793,11.773634
"ABCB9",0.11126,0.23783,0.14253,0.091489,0.215147,0.331479,0.231906,0.262143
"ABCC1",16.692097,13.350106,15.347721,14.869079,11.910457,14.94219,17.610966,11.854538
"ABCC10",5.229166,3.162241,4.949989,3.599287,5.139551,4.200923,4.045852,4.328589
"ABCC11",0.01273,0,0,0.005523,0.02022,0.01687,0.019153,0.00805
"ABCC12",0,0,0,0,0,0,0,0
"ABCC3",11.622738,4.51891,6.72938,2.917137,5.6451,4.028403,4.906992,17.634306
"ABCC4",0,0,0,0.141751,0,0,0,0.51277
"ABCC5",14.176633,18.381381,12.000648,7.745904,6.669869,10.873385,7.578556,10.037352
"ABCC6",6.018492,8.044082,5.295774,4.187126,6.293383,7.200648,5.05288,8.615727
"ABCC8",0,0,0,0,0,0,0,0
"ABCC9",0.037961,0.014851,0.016351,0.021534,0.040299,0.016515,0.005677,0.019917
"ABCD1",19.550258,23.276549,19.05691,28.049992,31.015248,21.324051,25.766412,22.446258
"ABCD2",0.017684,0.147264,0.182539,0.568191,0.415477,0.017564,0.119801,0.005598
"ABCD3",18.858059,19.42777,13.962344,15.147172,12.761793,21.050813,16.245153,17.771932
"ABCD4",17.684513,22.828403,14.029819,11.288847,12.501965,17.812699,15.842346,19.717792
"ABCE1",14.26299,9.551298,11.650221,13.315513,7.778664,12.797094,7.92135,9.001734
"ABCF1",39.505809,40.512658,29.169751,40.302317,38.054321,31.973357,40.104663,40.938555
"ABCF2",7.449831,9.343786,8.077475,5.135641,3.417418,8.246141,5.251624,7.774433
"ABCF3",28.658023,27.442485,26.675202,30.319757,30.50674,30.540324,22.579156,21.115248
"ABCG1",2.866678,12.883882,3.580663,7.713678,3.25578,2.29164,4.606415,2.855141
"ABCG2",0,0,0.189781,0,0,0,0,0
"ABCG4",0,0.014575,0,0.010645,0.052283,0,0,0
"ABCG5",0,0,0,0,0,0,0,0
"ABCG8",0,0,0,0,0,0,0.016225,0
"ABHD1",0,0.312973,0.102747,0.09947,0,0.3905,0.138386,0.059557
"ABHD10",19.674794,20.467668,19.188623,19.333162,22.947169,19.659796,16.517072,15.527402
"ABHD11",6.910998,7.450622,9.420519,8.38014,4.723205,7.864214,10.928641,7.641272
"ABHD12",23.048069,21.714462,20.803972,22.227112,20.277343,26.361426,24.134806,22.574687
"ABHD12B",0,0,0,0,0,0,0,0
"ABHD13",9.882551,9.910978,10.44277,10.034051,8.669437,10.693411,10.608262,10.56413
"ABHD14A",7.06442,4.684804,5.863459,7.106131,6.400171,6.480212,4.681608,4.194642
"ABHD14A-ACY1",0.626258,1.664352,0.275591,0.606247,0.336997,0.914913,0.394997,0.469565
"ABHD14B",8.743535,13.885079,11.729495,9.624436,9.181874,12.520388,7.620859,9.357437
"ABHD15",0.398672,0.690479,0.625879,0.56897,0.708038,0.616835,0.614496,0.724012
"ABHD16A",42.305124,44.973209,39.861235,61.95158,65.117116,48.152824,51.485928,47.851724
"ABHD16B",0.089409,0.079146,0,0.385623,0.063013,0.14897,0.01339,0
"ABHD17A",44.672844,40.853359,34.090168,53.341223,39.979098,37.555097,42.989629,43.90426
"ABHD17B",4.620448,4.275838,5.358507,4.843169,4.340271,7.157798,4.451264,4.368039
"ABHD17C",1.210802,1.038132,1.20054,1.304591,1.764391,0.930873,1.501945,1.152374
"ABHD18",4.061146,4.609198,3.282188,5.706366,4.572291,4.28091,4.187146,6.100991
"ABHD2",44.902032,56.314181,44.222371,44.55688,35.53595,49.622953,48.185445,50.933367
"ABHD3",45.235353,44.245753,44.373442,55.259951,68.014868,35.041448,56.214402,54.051973
"ABHD4",7.653151,7.994286,6.486378,8.426446,7.617825,6.48894,5.519904,6.505531
"ABHD5",8.438658,15.378146,16.671685,9.422347,14.221598,15.943844,12.544327,10.847428
"ABHD6",9.957687,8.070015,7.656514,6.734801,5.072811,9.592521,8.158179,9.183288
"ABHD8",4.522035,2.996021,3.386157,3.512342,3.709364,3.275807,3.19949,4.201305
"ABI1",53.159332,42.531853,42.097348,48.159521,47.188615,41.880065,44.091735,37.760444
"ABI2",3.624247,1.903337,4.014016,2.648578,1.829671,2.317206,1.668801,3.174777
"ABI3",70.968828,52.836434,59.001315,92.964551,100.980756,86.194173,103.102432,85.722011
"ABI3BP",0,0.110191,0,0,0,0.136093,0,0
"ABL1",11.110979,11.861489,11.384943,12.995675,11.513365,11.663425,10.830115,11.184506
"ABL2",3.188314,3.316464,2.931103,4.58668,4.03752,3.193346,3.582584,3.665377
"ABLIM1",1.972522,2.832686,2.338285,4.670345,5.383801,0.36605,0.988337,0.68661
"ABLIM2",0.116753,0.04459,0.033913,0.206501,0.159832,0.015503,0.063483,0.050365
"ABLIM3",1.66542,2.185361,1.670432,2.119108,1.089537,0.870935,1.605203,1.514789
"ABO",0,0.455233,0.24622,0.121807,0.995418,0,0.518163,0.120939
"ABR",114.471272,118.662734,124.47004,119.484842,120.659115,121.80564,129.045359,127.239387
"ABRA",0,0,0,0,0,0,0,0
"ABRACL",222.791933,139.677237,100.826153,147.396293,159.406457,148.966984,144.301542,169.534744
"ABT1",8.697804,0,6.726795,1.153431,1.285201,0,12.818873,0
"ABTB1",125.889314,115.529537,144.434695,74.595823,82.756999,101.663353,104.287781,101.592027
"ABTB2",0.013555,0.134364,0.089086,1.279515,0.988792,0.009556,0.075533,0.092582
"AC002310.11",0,0,0,0.17607,0,0.212106,0.43479,0
"AC002398.9",0.171117,0.580523,0,0.067735,0.122459,0.100437,0.057935,0.227985
"AC002985.3",0,0,0,0.537442,0.421631,0,0.242948,0.697939
"AC003002.4",0,0,0,0,0,0,0.133247,0
"AC003002.6",0,0,0,0,0,0,0,0
"AC003005.4",0.193971,0.270897,0,0.01689,0.201719,0,0.100057,0.178317
"AC003006.7",0,0,0,0,0,0,0,0
"AC004076.7",2.534544,2.454607,1.78985,0.630517,0,1.642124,0.940705,0
"AC004076.9",0,0,0,0,0,0,0,0
"AC004231.7",0,0,0,0,0,0,0,0
"AC004381.6",0.155139,0.58048,0.582973,0.796625,1.223442,0.362347,0.569334,0.119027
"AC004556.1",44.950618,0.310919,0,0.307797,0.26164,0,0.091739,0
"AC004754.3",0,0,0.179178,0.085883,0,0.03466,0,0
"AC004893.11",2.68642,2.267141,2.629688,1.816856,2.423225,2.984667,2.044248,2.738092
"AC005281.1",0,0,0,0,0,0,0,0
"AC005943.2",2.112266,0,4.942275,6.206168,1.037134,0.498514,4.723041,6.600545
"AC006116.20",0.160098,0,0.360717,0,0.10923,0,0,0.194142
"AC006153.3",0,0,0,0,0,0,0,0
"AC006449.1",0,0,0,0,0,0,0,0
"AC006486.9",5.226371,6.344854,8.350031,3.414727,4.548964,0,4.041185,7.725877
"AC006538.4",10.045552,10.757697,13.678899,10.103043,15.854306,6.442074,7.353956,8.905367
"AC007040.11",0.367232,0.018542,0.042246,0.03395,0.020873,0.038387,0.019064,0.037686
"AC007192.4",3.198757,4.190195,3.698171,8.73182,7.430059,6.217343,7.514795,4.290125
"AC007325.1",0,0,0,0,0,0,0,0
"AC007325.2",0,0,0,0,0,0,0,0
"AC007325.4",1.319163,3.53556,0.288367,0.857183,1.194679,1.213084,2.24291,0.35782
"AC007405.6",0,0,0,0,0,0,0,0
"AC009014.3",0,0,0,0,0,0,0,0
"AC009133.22",2.523224,2.07886,1.296498,0,0.723048,1.482312,0.197819,0.716455
"AC009133.23",2.451394,1.469753,0.697405,1.964167,0,0,1.292256,0.333114
"AC009286.1",0,0,0,1.67164,0,0,0,0
"AC009950.1",0.421547,1.578833,1.226695,4.103113,5.029034,1.321564,3.014968,1.860651
"AC010547.9",0,0.275303,0.395827,0.236495,0.098125,0.046279,0.143178,0.219046
"AC010646.3",0,0,0,0,0,0,0,0
"AC010731.4",0,0,0,0,0,0,0,0
"AC011043.1",0.028544,0.016761,0,0.133387,0.020466,0.117722,0.050492,0
"AC011295.1",0,0,0,0.103094,0,0,0,0
"AC011513.3",0,0,0,0,0,0,0,0
"AC011530.4",0,0.573446,0,0.230509,0.244143,0,0.292995,0.782162
"AC012314.3",117.023426,147.114848,134.011261,192.517762,174.406813,179.161127,149.287801,144.258136
"AC012314.4",2416.101718,2106.110592,1909.260138,1061.139693,1758.549608,834.55713,1903.421512,1937.020486
"AC013264.1",38.987722,36.559724,39.779909,38.782602,36.93566,37.541343,38.7271,36.517389
"AC013461.1",13.386256,12.809491,15.482636,7.81344,6.916027,15.981994,13.793011,14.858069
"AC015688.3",0,0.230297,0,0.344681,0,0,0,0
"AC020594.5",0.082883,0.224248,0.19614,0.198991,0.267484,0.150529,0.208475,0.160991
"AC023283.1",0,0,0,0,0,0,0,0
"AC023491.2",0,0,0,0,0,0,0,0
"AC023908.1",0,0.021608,0,0,0,0.048646,0,0.022957
"AC024592.12",0,0.067377,0,0,0,0,0.031293,0
"AC025263.3",0,0.359055,0,0,0,0,0,0
"AC025335.1",3.39323,2.871364,3.192498,1.42208,1.464882,3.282875,1.286789,1.25841
"AC026348.1",0.463311,0.522281,0.450371,0.332723,0.416527,0.461351,0.23974,0.478189
"AC026369.1",0,0,0,0.009443,0.015465,0,0.006552,0
"AC027682.1",0.792136,0,0.395547,0.061596,0.105373,0,0.521713,0.40018
"AC037459.4",0.111037,0.216221,0,0.282858,0.287245,0.675821,0.555866,0.308665
"AC037482.2",0,0,0,0,0,0,0,0
"AC068533.7",0.464357,0.219475,0.690021,0.446115,0.452588,0.203067,0.103556,0
"AC069368.3",3.227692,4.675114,7.014654,0.487645,0.516248,1.655084,3.467541,0
"AC073610.5",0.462734,0.314292,0,0.847584,0.907876,0.535598,0,0.964378
"AC074141.1",0,0.03357,0,0.267772,0.310298,0.098334,0.018537,0.036019
"AC084219.2",0,0,0,0,0,0,0,0
"AC090094.1",4.27513,4.364584,3.542989,4.114533,2.014174,5.337271,3.264474,3.370295
"AC090958.1",0.57162,0,0,0,0,0,0,0
"AC091304.1",0,0,0,0,0,0,0,0
"AC092566.1",0,0,0.063488,0.005348,0.026301,0.008167,0.037094,0
"AC092620.2",0,0.218027,0.875509,1.368091,0.325959,0.070876,1.461569,1.342671
"AC092835.2",0.572568,0.498404,0.507487,0.448256,0.538935,0.49329,0.437725,0.355992
"AC093323.3",11.178717,8.691722,9.022502,5.400455,5.911837,9.975459,5.354669,5.97915
"AC104304.4",0,0,0,0,0,0,0,0
"AC104389.28",0,0,0,0,0,0,0,0
"AC104532.2",0.839007,0.555182,0.252297,0.660472,0.927415,0.879694,0.821557,0.62105
"AC104534.3",69.692005,67.329462,63.660937,67.193642,56.906355,60.056056,67.150727,65.722725
"AC108938.5",0,0,0,0,0,0,0,0
"AC109829.1",0,0.001957,0,0.005714,0,0.002174,0,0
"AC114783.1",0,0,0,0,0,0,0,0
"AC127070.1",0.04249,0.062843,0.031246,0.016563,0.026885,0.178508,0.069895,0.239735
"AC131097.4",0,0,0,0,0,0,0,0
"AC133680.1",0,0,0,0,0,0,0,0
"AC136352.1",0,0,0,0,0,0,0,0
"AC136612.1",0,0,0,0,0,0.029053,0,0
"AC136616.1",0,0,0,0,0,0,0,0
"AC138517.6",0,0,0,0,0.07526,0,0.048034,0
"AC138645.1",0,0,0,0,1.678643,0,0,0
"AC138645.2",0,0,0,0,0.340243,0,0,0
"AC138647.1",0,0,0,0,0,0,0,0
"AC138969.4",10.110923,14.194385,7.665716,11.260405,8.232571,10.053632,10.418533,11.39846
"AC141272.1",0,0,0,0,0,0,0,0
"AC142525.1",0,0,0,0,0,0,0,0
"AC145212.1",7.332124,7.616131,3.421896,2.804869,1.007276,7.647559,3.516407,3.411521
"AC145212.2",4.438459,3.00055,1.540416,0.725923,0.843585,3.21266,2.135024,1.51709
"AC171558.1",0,0,0,0,0,0,0,0
"AC213203.1",0,0,0,0,0,0,0,0
"AC233755.1",0,0.299096,0.396929,8.46144,0,0,1.6865,0
"AC233755.2",0,0,0,0.615145,1.147623,0,0,0
"AC236040.1",0,0,0,0,0,0,0,0
"AC240274.1",3.963231,4.116538,8.002679,2.62531,2.444281,3.459897,2.87457,3.834919
"AC243734.1",0,0,0,0,0,0,0,0
"AC243756.1",0,0,0,0,0.080508,0,0.103623,0
"AC243790.1",0,0,0,0,0,0,0,0
"AC254560.1",0,0,0.341022,0.331339,0,0,0,0.61376
"AC254952.1",0,0,0,0,0,0,0,0
"AC255093.2",0,0,0,0,0,0,0,0
"ACAA1",162.810154,134.223213,147.597663,138.948587,130.249492,156.386837,172.311242,168.125334
"ACAA2",30.320501,24.825006,22.248599,13.269023,19.533013,30.761626,25.859826,26.314086
"ACACA",8.970028,5.453643,7.382026,7.528932,4.537804,6.511642,8.511908,8.161028
"ACACB",3.427805,2.031887,2.081636,1.265306,1.703392,3.437911,1.542645,1.950519
"ACAD10",8.260563,3.86855,5.690513,8.213906,4.197332,6.144982,6.511953,4.906097
"ACAD11",5.603328,3.862727,2.553455,2.558441,1.770151,2.413121,3.307355,2.937091
"ACAD8",13.873319,15.00663,12.515819,9.543484,8.872487,14.779673,11.517201,11.70293
"ACAD9",15.51953,14.137281,14.212434,15.555696,13.466143,16.2595,14.86587,12.875015
"ACADL",0,0,0,0,0,0,0,0
"ACADM",28.528854,25.089327,23.327023,34.15186,35.380196,24.867947,32.942888,31.433898
"ACADS",12.002161,8.844526,12.660497,15.188525,14.699893,14.406759,14.053368,12.14323
"ACADSB",4.551076,4.237645,3.188139,4.192494,3.41922,4.147884,3.296791,5.081866
"ACADVL",203.00574,161.498344,195.209838,124.452324,153.616286,182.90888,175.664826,217.971415
"ACAN",0,0,0,0,0,0,0,0
"ACAP1",37.579118,42.535625,32.560039,57.879045,70.361836,34.526176,54.016063,47.409452
"ACAP2",44.013294,43.451589,32.392577,34.448935,33.514226,39.067706,29.328974,34.576262
"ACAP3",21.417839,21.845001,19.537699,21.262439,18.676392,19.170966,16.969769,27.905727
"ACAT1",17.230475,13.326273,14.55368,18.255919,16.268609,13.452439,18.732951,14.933904
"ACAT2",5.743225,7.410058,6.11887,8.67385,8.740536,6.350733,5.647056,7.539693
"ACBD3",22.056037,22.616652,22.40095,23.395753,21.718691,21.877935,21.063638,19.732753
"ACBD4",5.276748,5.007042,4.702306,6.524649,7.738694,5.697178,7.326113,6.169585
"ACBD5",13.195833,12.21697,12.701859,15.332549,15.989802,11.142275,16.321267,15.184147
"ACBD6",13.660787,14.746896,16.122144,8.444545,7.76093,12.49931,10.278946,13.057747
"ACBD7",0,0,0,0,0,0.02291,0.010389,0
"ACCS",18.698705,5.878281,5.729763,3.628671,14.240949,6.103133,10.677559,4.567102
"ACCSL",0.104935,0.062059,0,0.030508,0,0,0.021178,0
"ACD",6.252377,5.04994,4.0734,5.453715,4.279975,6.795134,4.861195,3.454854
"ACE",0.074392,0.069373,0.028357,0.891981,1.177682,0.027721,1.195567,1.276646
"ACE2",0,0,0,0,0,0,0,0
"ACER1",0,0,0,0,0.033255,0,0,0
"ACER2",0.386212,0.330909,0.201538,0.492599,0.684966,0.412959,0.258184,0.378969
"ACER3",16.724561,13.044201,14.953384,17.56089,13.826633,15.780413,18.047595,21.01878
"ACHE",0,0,0,0,0,0,0.039719,0
"ACIN1",92.524706,87.639328,68.790391,92.671528,86.531177,71.327615,83.126437,97.822628
"ACKR1",0,0,0,0,0,0,0,0
"ACKR2",0,0,0,0,0,0,0,0.08885
"ACKR3",0.422035,0,0.162618,0.66602,0.953168,0.964512,0,0
"ACKR4",0,0.015653,0.022494,0.076519,0,0,0.039669,0
"ACLY",38.474438,43.204378,37.281581,56.535323,50.400848,38.219293,43.895512,44.813853
"ACMSD",0,0,0,0,0,0,0,0
"ACO1",0.494093,0.200247,0.230885,0.229559,0.039657,0.278346,0.412366,1.01176
"ACO2",20.555921,21.193395,14.82602,20.631007,22.114354,23.491252,27.264132,22.19396
"ACOD1",0.086278,0.153286,0.073362,0.634483,0.875489,0.057336,1.74407,0.054311
"ACOT1",1.032073,0.025361,0.383967,0.84846,1.047784,0.599878,0.494516,0.940961
"ACOT11",0.408147,0.32204,0.441524,0.258726,0.071093,0.271186,0.468346,0.515159
"ACOT12",0,0,0,0.012865,0,0,0,0
"ACOT13",2.334693,1.835912,2.090582,1.828258,2.923467,1.649574,2.238934,0.589939
"ACOT2",3.684767,3.546148,2.478855,6.024508,6.402699,4.671189,2.258278,4.825537
"ACOT4",0.182837,0.026969,0,0.433635,0.67631,0,0.205328,0.028635
"ACOT6",0,0,0,0,0,0,0,0
"ACOT7",2.172246,2.416522,1.509402,1.474316,2.18071,1.740959,1.540471,1.570684
"ACOT8",26.963158,26.091866,22.114906,34.927733,29.664746,28.027033,29.117583,26.906329
"ACOT9",25.021477,25.481143,25.873908,31.076975,27.170576,29.645929,29.527102,27.5811
"ACOX1",12.817958,14.415529,12.183806,11.977759,11.138198,15.552247,9.849348,10.314414
"ACOX2",0,0,0.223083,0,0,0,0,0
"ACOX3",5.243407,3.439672,2.482905,2.745751,3.201115,3.871338,3.366021,4.332739
"ACOXL",0.035614,0,0,0,0,0,0,0
"ACP1",69.621134,64.072474,66.442847,56.785522,47.897918,66.52367,49.995988,64.541842
"ACP2",19.639008,23.319581,17.821488,49.270582,44.85064,18.990626,55.817515,30.838632
"ACP5",12.51735,7.941235,17.171884,9.938766,9.293685,6.747132,52.688972,13.529811
"ACP6",1.060028,0.320044,1.120271,0.285262,0.288633,0.438363,0.726809,0.19811
"ACP7",0,0,0,0,0,0,0,0
"ACPP",26.632132,30.170408,29.636072,34.612901,25.819562,30.216247,43.217483,39.228461
"ACPT",0,0,0,0,0,0,0,0
"ACR",0,0,0,0.02032,0,0,0.014113,0.1771
"ACRBP",14.893261,15.95781,10.750577,18.46364,16.230387,12.565855,20.881596,15.744331
"ACRC",1.858798,1.856473,1.461583,1.355189,2.161547,1.290186,2.098209,2.150892
"ACRV1",0,0,0,0,0,0,0.032997,0
"ACSBG1",0.129104,0.436285,0.132724,0.126209,0.01275,0.113197,0.06519,0.294596
"ACSBG2",0,0,0,0,0,0,0,0
"ACSF2",12.351904,7.755205,5.6209,6.044046,7.77421,5.733918,10.859719,5.535151
"ACSF3",25.133248,19.340302,15.821457,20.090439,17.617216,19.624638,19.909153,20.752727
"ACSL1",54.591854,43.62406,61.218581,120.402661,125.669877,58.576556,118.963757,81.06187
"ACSL3",14.886029,16.29177,16.544238,26.766062,31.698891,15.999376,18.344808,12.650071
"ACSL4",21.199653,30.987073,33.446594,34.718494,29.305367,21.672119,28.835761,26.959615
"ACSL5",19.615561,21.227741,17.540009,37.058571,30.217763,21.907159,26.699155,22.361538
"ACSL6",0,0,0.173976,0.075877,0.245318,0,0,0.027951
"ACSM1",0.419695,0.057423,0,0.205288,0,0.162294,0.45085,0.194677
"ACSM2A",0,0,0,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0,0,0
"ACSM3",0,0.648836,0.285642,0,0.254952,0.079391,0.284266,0
"ACSM4",0,0,0,0,0,0,0,0
"ACSM5",0.369704,0.131869,0.107202,0.055292,0,0.043029,0.038427,0
"ACSM6",0,0,0,0,0,0,0,0
"ACSS1",29.575521,22.115956,22.172858,19.28866,24.965589,20.862268,22.817948,22.598767
"ACSS2",32.581753,27.758663,26.040944,28.24217,27.038072,29.701683,28.924811,33.405642
"ACSS3",0,0,0,0,0,0,0.059815,0
"ACTA1",0,0,0,0,0,0,0,0
"ACTA2",3.08232,2.659766,3.426445,10.315179,11.343848,2.587201,3.573511,3.168391
"ACTB",2291.378378,2861.342438,2147.224345,2823.125944,2292.837714,2860.552106,3833.64969,3133.248177
"ACTBL2",0,0,0,0,0,0,0,0
"ACTC1",0,0,0,0,0,0,0,0
"ACTG1",1357.638264,1511.265133,1553.449304,1082.264792,1002.217714,1481.392261,1548.47111,1561.097236
"ACTG2",0,0,0,0,0,0,0,0
"ACTL6A",23.676858,23.818971,20.016903,20.370316,16.25393,23.528617,18.871355,22.700478
"ACTL6B",0,0,0,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0,0,0
"ACTL7B",0,0,0,0,0,0,0.014511,0.030344
"ACTL8",0,0,0,0,0,0,0,0
"ACTL9",0,0,0,0,0,0,0,0
"ACTN1",70.936818,85.281822,81.917751,72.425793,73.600395,63.358636,71.031475,72.607759
"ACTN2",0,0,0,0,0,0,0.013952,0
"ACTN3",0.019053,0,0,0,0,0,0,0
"ACTN4",36.945463,38.813489,29.755043,46.728664,35.54958,31.847617,42.910359,38.772631
"ACTR10",9.28835,7.157821,13.83093,15.664082,9.784445,13.522083,11.806864,13.982115
"ACTR1A",46.23344,46.225996,43.754606,46.242942,45.208391,46.745031,46.280958,40.843588
"ACTR1B",36.906621,32.333977,30.91119,25.468403,22.935576,38.649863,29.577699,31.037182
"ACTR2",460.596368,473.963615,479.050172,440.059062,416.150953,496.678165,463.812605,467.334121
"ACTR3",2.526132,2.81638,2.198863,8.313211,3.209158,2.282344,3.425785,5.931581
"ACTR3B",3.83772,4.918135,2.821694,2.346697,1.653731,3.056418,2.374597,3.58663
"ACTR3C",0.370365,0.395753,0.018523,0.547175,0.877451,0.517305,0.497568,0.960651
"ACTR5",7.204652,8.501135,5.358711,5.932393,6.531752,6.100808,5.967468,6.757193
"ACTR6",15.421137,12.960711,10.751001,15.538218,16.277942,11.945667,14.629734,12.446428
"ACTR8",5.923306,5.863664,6.625633,5.507084,4.60303,5.325591,5.026532,5.678465
"ACTRT1",0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0
"ACTRT3",0,0,0,0.033507,0.054784,0.051665,0.046527,0.073067
"ACVR1",5.34576,7.121792,9.466003,8.411268,5.884659,3.724918,5.876722,6.827658
"ACVR1B",21.43392,21.429796,22.044982,26.758026,27.839276,21.994202,21.915104,19.049454
"ACVR1C",0,0.033157,0.015124,0.092177,0.101437,0,0.01678,0.067937
"ACVR2A",5.286468,3.472256,2.314361,2.006864,1.086145,2.060912,3.004077,2.63051
"ACVR2B",0.341123,0.30191,0.349816,0.362571,0.28588,0.323315,0.294126,0.227943
"ACVRL1",2.170181,3.808936,2.474958,7.696745,8.993278,2.865578,5.423147,2.352569
"ACY1",5.587362,5.293172,5.978082,3.308861,5.577019,7.179125,7.491823,5.530964
"ACY3",0,0.205289,0.440429,0,0,0,0,0
"ACYP1",8.511663,7.535677,5.358543,7.506878,7.809252,6.224462,6.513083,7.304151
"ACYP2",9.540285,8.861969,8.877808,6.121782,4.996163,9.076224,6.287914,7.822708
"AD000671.6",4.320528,3.249058,3.626392,5.78129,4.629449,5.356663,4.945063,4.89514
"ADA",8.545841,7.295544,5.499622,10.131307,13.623842,5.409403,15.042925,10.229281
"ADAD1",0,0,0,0,0,0,0,0
"ADAD2",0,0,0,0,0,0,0,0
"ADAL",1.025802,1.253491,1.341754,0.663199,1.537785,1.36446,1.024944,1.291493
"ADAM10",130.946274,139.675537,136.512534,182.798194,131.860731,116.014645,141.797356,164.806431
"ADAM11",0,0.112475,0.185646,0.070384,0.061692,0.154633,0.109838,0.04408
"ADAM12",0.034661,0.049503,0.023879,0.135488,0,0.004589,0.054283,0.011115
"ADAM15",61.657628,73.652673,57.761707,48.572738,53.031298,65.400966,53.846682,60.705073
"ADAM17",0.0797,0,0,0.157646,0.386237,0.095972,0,0.050228
"ADAM18",0,0,0,0,0,0,0,0
"ADAM19",1.257302,1.397067,2.169467,1.965111,1.093443,0.537013,0.594043,1.422708
"ADAM2",0,0,0,0,0,0,0,0
"ADAM20",0.021361,0.038013,0,0.02776,0.015154,0,0,0.02695
"ADAM21",0,0,0,0,0.048108,0,0,0.042777
"ADAM22",0,0.008631,0.030947,0.1222,0.086635,0,0,0
"ADAM23",0,0.085771,0,0,0,0.029181,0.013212,0
